pid,bc,dir,yds,succ,kne
833323,JW-2550,MD,4,1,0
833324,JW-2550,MD,1,0,0
833329,RF-0500,MD,6,1,0
833351,SM-2625,LT,4,0,0
833358,RB-4670,MD,0,0,0
833359,RB-4670,RT,0,0,0
833363,MW-0650,RG,3,0,0
833364,MW-0650,RG,6,1,0
833365,MW-0650,LT,6,1,0
833375,AD-0100,MD,0,0,0
833378,MB-3537,LG,6,1,0
833379,DS-0150,RE,2,0,0
833385,JM-5275,RT,0,0,0
833389,JM-5275,RG,2,0,0
833390,JM-5275,MD,2,1,0
833391,JM-5275,MD,0,0,0
833397,RM-5050,RG,3,0,0
833398,JG-0650,MD,1,0,0
833399,JG-0650,MD,9,1,0
833400,MB-3537,RG,12,1,0
833401,MB-3537,RT,6,1,0
833405,JM-5275,RG,-2,0,0
833407,JM-5275,LE,4,1,0
833409,GB-0350,LG,-3,0,0
833420,AD-0100,MD,2,0,0
833422,MB-3537,MD,4,1,0
833423,MB-3537,LG,5,1,0
833424,MB-3537,LT,34,1,0
833426,JW-4975,RG,4,1,0
833427,JW-4975,LT,2,1,0
833431,GB-0350,LG,2,1,0
833434,GB-0350,RG,1,0,0
833437,GB-0350,LG,5,0,0
833442,RM-5050,RT,1,0,0
833447,JM-5275,RG,9,1,0
833451,JM-5275,LE,-2,0,0
833462,RM-5050,LT,5,0,0
833471,MB-3537,LE,6,1,0
833472,MB-3537,LE,15,1,0
833473,RM-5050,RE,9,1,0
833475,RM-5050,MD,1,0,0
833480,JM-5275,LG,3,1,0
833481,JM-5275,LG,3,1,0
833486,MB-3537,LE,7,1,0
833487,MB-3537,RT,18,1,0
833488,RM-5050,LE,1,0,0
833491,MB-3537,LG,-4,0,0
833492,MB-3537,LE,12,1,0
833501,RM-5050,LE,6,1,0
833502,RM-5050,LG,7,1,0
833503,RM-5050,RE,20,1,0
833504,JW-4975,LG,9,1,0
833505,JW-4975,RG,4,1,0
833508,JM-5275,LT,-2,0,0
833512,RM-5050,LG,3,1,0
833513,RM-5050,RE,11,1,0
833514,JW-4975,LG,14,1,0
833515,JW-4975,LT,1,0,0
