uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
118491,5087,834074,NO,3,PUNT,1,3,29,50,6,2,0,1,0,-2,2,15,4,3,5,20,-2,PUNT
118492,5087,834083,LA,3,PUNT,2,0,39,14,3,0,0,0,0,0,0,1,3,1,0,0,1,PUNT
118493,5087,834087,NO,4,PUNT,2,3,15,59,7,4,0,1,0,12,3,18,3,1,0,5,25,FG
118494,5087,834096,LA,4,KOFF,2,5,4,25,10,5,0,3,1,21,4,43,6,4,8,10,62,FUM
118495,5087,834108,NO,5,FUM,2,3,23,13,6,2,1,0,2,4,3,16,3,2,15,0,35,DWNS
118496,5087,834115,LA,5,DWNS,2,2,39,52,7,3,1,1,0,27,3,17,3,2,0,0,44,FG
118497,5087,834124,LA,6,KOFF,3,0,55,25,3,0,0,0,0,0,0,9,3,1,0,0,9,PUNT
118498,5087,834128,NO,6,PUNT,3,4,16,29,10,5,0,3,0,14,4,28,5,3,0,5,37,FG
118499,5087,834140,LA,7,KOFF,3,4,10,25,9,6,2,3,0,8,4,72,5,4,5,10,75,TD
118500,5087,834154,NO,7,KOFF,3,2,2,25,3,1,0,0,0,4,1,-16,2,0,0,0,-12,PUNT
118501,5087,834158,LA,8,PUNT,3,2,37,74,5,4,1,2,0,16,3,10,2,2,0,0,26,TD
118502,5087,834165,NO,8,KOFF,3,5,2,25,9,3,1,2,0,14,2,57,6,4,0,20,51,FG
118503,5087,834177,LA,9,KOFF,4,2,21,25,4,4,1,1,0,9,2,76,2,2,0,10,75,TD
118504,5087,834184,NO,9,KOFF,4,2,54,25,7,3,0,2,0,6,1,28,6,3,0,20,14,PUNT
118505,5087,834193,LA,10,PUNT,4,3,21,11,6,2,1,0,0,18,5,-8,1,0,0,0,10,PUNT
118506,5087,834200,NO,10,PUNT,4,0,35,22,3,0,0,0,0,0,0,3,3,1,0,0,3,PUNT
118507,5087,834204,LA,11,PUNT,4,1,47,20,3,0,0,0,0,-3,3,0,0,0,0,0,-3,ENDQ
118508,5088,834208,ATL,1,KOFF,1,5,32,25,11,6,1,3,0,14,5,29,5,4,0,0,43,FG
118509,5088,834220,PHI,1,KOFF,1,3,15,29,5,1,0,0,1,8,3,8,2,1,5,5,16,PUNT
118510,5088,834228,ATL,2,PUNT,1,2,32,1,6,2,0,1,0,-5,1,27,5,3,0,5,22,PUNT
118511,5088,834237,PHI,2,PUNT,1,2,5,43,5,2,1,0,0,4,2,8,3,1,0,0,12,INT
118512,5088,834242,ATL,3,INT,1,1,6,9,3,0,0,0,0,0,1,0,2,0,0,0,0,PUNT
118513,5088,834246,PHI,3,PUNT,1,4,45,57,9,4,1,1,0,14,4,13,4,2,0,0,27,FG
118514,5088,834256,ATL,4,KOFF,2,3,3,25,9,4,0,2,0,4,1,49,7,4,0,10,43,MFG
118515,5088,834266,PHI,4,MFG,2,0,15,40,1,0,0,0,0,0,0,0,1,0,10,0,0,INT
118516,5088,834267,ATL,5,INT,2,2,31,35,5,3,0,3,0,1,1,69,4,4,0,5,65,TD
118517,5088,834275,PHI,5,KOFF,2,3,23,25,7,2,0,1,0,2,1,10,6,2,5,10,7,PUNT
118518,5088,834285,ATL,6,PUNT,2,0,50,6,4,2,0,1,0,0,0,19,4,2,0,0,19,INT
118519,5088,834289,PHI,6,INT,2,0,52,59,8,3,0,2,0,4,1,24,6,3,0,10,18,FG
118520,5088,834299,ATL,7,KOFF,3,1,28,67,3,2,0,2,0,1,1,32,2,2,0,0,33,TD
118521,5088,834304,PHI,7,KOFF,3,3,31,29,6,2,1,0,0,6,2,17,4,2,0,10,13,PUNT
118522,5088,834312,ATL,8,PUNT,3,1,47,9,3,0,0,0,0,5,2,0,1,0,0,4,1,INT
118523,5088,834316,PHI,8,INT,3,3,8,73,7,2,0,2,0,1,2,26,4,3,0,0,27,TD
118524,5088,834324,ATL,9,KOFF,3,4,45,25,9,7,2,2,0,34,3,28,6,4,10,0,67,INT
118525,5088,834333,PHI,9,INT,3,1,31,10,3,1,0,0,0,-1,1,0,2,1,0,0,-1,PUNT
118526,5088,834337,ATL,10,PUNT,4,1,59,45,3,1,0,0,0,4,1,-13,2,1,0,0,-9,PUNT
118527,5088,834341,PHI,10,PUNT,4,8,29,27,14,10,2,3,0,11,5,72,8,8,0,10,73,TD
118528,5088,834357,ATL,11,KOFF,4,1,3,25,6,3,0,1,1,0,0,70,6,3,5,0,75,TD
118529,5088,834366,PHI,11,KOFF,4,1,40,32,11,3,0,2,0,0,0,59,11,5,0,0,59,DWNS
118530,5088,834377,ATL,12,DWNS,4,0,30,9,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
118531,5089,834379,CLE,1,KOFF,1,4,33,19,11,5,1,2,0,9,4,67,6,3,0,0,76,FG
118532,5089,834391,NYJ,1,KOFF,1,1,40,15,3,1,0,0,0,5,1,-7,2,0,0,0,-2,PUNT
118533,5089,834395,CLE,2,PUNT,1,2,32,48,6,0,0,0,1,3,2,4,3,1,15,0,22,FG
118534,5089,834403,NYJ,2,KOFF,1,0,57,25,3,1,0,0,0,4,1,0,2,0,0,0,4,PUNT
118535,5089,834407,CLE,3,PUNT,1,2,40,28,5,2,0,1,0,12,2,6,3,2,0,0,18,PUNT
118536,5089,834413,NYJ,3,PUNT,1,4,15,9,6,0,0,1,1,6,2,-7,4,3,15,14,0,PUNT
118537,5089,834422,CLE,4,PUNT,2,3,7,47,5,3,1,1,1,19,1,29,4,3,5,0,53,TD
118538,5089,834430,NYJ,4,KOFF,2,7,20,25,11,5,3,0,0,41,9,1,1,1,20,15,47,FG
118539,5089,834446,CLE,5,KOFF,2,1,59,25,6,1,0,1,0,4,2,21,4,1,0,0,25,PUNT
118540,5089,834454,NYJ,5,PUNT,2,0,22,10,3,0,0,0,0,2,2,0,1,0,0,5,-3,PUNT
118541,5089,834459,CLE,6,PUNT,2,0,35,60,5,1,0,1,0,0,0,25,4,1,0,10,15,FG
118542,5089,834466,NYJ,6,KOFF,3,2,11,12,3,0,0,0,0,2,1,-2,2,1,0,0,0,PUNT
118543,5089,834470,CLE,7,PUNT,3,1,48,45,3,1,0,0,0,8,1,-2,2,0,0,0,6,PUNT
118544,5089,834475,NYJ,7,PUNT,3,2,0,13,3,0,0,0,0,6,1,3,2,1,0,5,4,PUNT
118545,5089,834480,CLE,8,PUNT,3,1,51,34,3,0,0,0,0,2,1,4,2,1,0,5,1,PUNT
118546,5089,834485,NYJ,8,PUNT,3,3,27,29,8,4,0,2,0,5,2,55,6,5,0,0,60,DWNS
118547,5089,834493,CLE,9,DWNS,3,0,11,11,1,1,0,1,0,0,0,89,1,1,0,0,89,TD
118548,5089,834496,NYJ,9,KOFF,3,1,25,19,3,1,0,0,0,8,2,0,1,0,0,0,8,PUNT
118549,5089,834500,CLE,10,PUNT,3,1,31,33,3,0,0,0,0,-2,1,10,2,1,0,0,8,PUNT
118550,5089,834504,NYJ,10,PUNT,3,2,46,12,6,2,0,2,0,-1,1,46,5,4,0,0,45,DWNS
118551,5089,834510,CLE,11,DWNS,4,3,0,43,5,2,1,1,0,16,3,12,2,1,0,5,23,INT
118552,5089,834516,NYJ,11,INT,4,2,51,36,5,1,0,1,0,0,1,52,4,4,5,0,57,FUM
118553,5089,834522,CLE,12,FUM,4,5,54,10,9,3,0,2,2,-1,4,40,5,4,10,0,49,PUNT
118554,5089,834535,NYJ,12,PUNT,4,1,5,11,6,3,0,2,1,15,1,28,5,4,15,0,58,ENDQ
