gid,pid,detail,off,def,type,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,yds,succ,fd,sg,nh,pts,bc,kne,dir,rtck1,rtck2,psr,comp,spk,loc,trg,dfb,ptck1,ptck2,sk1,sk2,ptm1,pen1,desc1,cat1,pey1,act1,ptm2,pen2,desc2,cat2,pey2,act2,ptm3,pen3,desc3,cat3,pey3,act3,ints,iry,fum,frcv,fry,forc,fuml,saf,blk,brcv,fgxp,fkicker,dist,good,punter,pgro,pnet,ptb,pr,pry,pfc,kicker,kgro,knet,ktb,kr,kry,eps,epa
5071,831539,(5:36) (Shotgun) B.Roethlisberger pass incomplete short left to J.Washington.,PIT,NE,PASS,4,4,3,5,36,3,27,2,3,2,15,53,3,,,,Y,,,,,,,,BR-1100,,,SL,JW-0934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,-0.78
5071,831540,(5:32) (Shotgun) B.Roethlisberger pass incomplete short right to J.Holton.,PIT,NE,PASS,5,5,3,5,32,3,27,2,3,3,15,53,3,,,,Y,,,,,,,,BR-1100,,,SR,JH-5125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,-1.01
5071,831541,"(5:27) J.Berry punts 37 yards to NE 10, Center-K.Canaday, fair catch by G.Olszewski.",NE,PIT,PUNT,0,7,3,5,27,27,3,3,2,4,15,53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JB-3275,37,37,,GO-0150,,Y,,,,,,,0.35,-0.05
5071,831542,(5:20) (Shotgun) T.Brady pass short middle to J.Edelman to NE 14 for 4 yards (V.Williams) [T.Watt].,NE,PIT,PASS,1,41,3,5,20,27,3,3,2,1,10,10,1,4,Y,,Y,,,,,,,,TB-2300,Y,,SM,JE-0100,,VW-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-0.03
5071,831543,(4:39) (Shotgun) T.Brady pass deep middle to J.Gordon to PIT 42 for 44 yards (T.Edmunds).,NE,PIT,PASS,2,29,3,4,39,27,3,3,2,2,6,14,1,44,Y,Y,Y,,,,,,,,TB-2300,Y,,DM,JG-2450,,TE-0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33,3.5
5071,831544,"(4:10) (No Huddle, Shotgun) T.Brady pass short left to R.Burkhead to PIT 37 for 5 yards (D.Bush Jr.).",NE,PIT,PASS,3,37,3,4,10,27,3,3,2,1,10,58,3,5,Y,,Y,Y,,,,,,,TB-2300,Y,,SL,RB-4670,,DB-6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,0.05
5071,831545,"(3:33) R.Burkhead right end to PIT 26 for 11 yards (D.Bush Jr., T.Edmunds).",NE,PIT,RUSH,4,38,3,3,33,27,3,3,2,2,5,63,4,11,Y,Y,,,,RB-4670,,RE,TE-0006,DB-6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,0.71
5071,831546,(2:55) R.Burkhead right guard to PIT 15 for 11 yards (D.Bush Jr.).,NE,PIT,RUSH,5,44,3,2,55,27,3,3,2,1,10,74,4,11,Y,Y,,,,RB-4670,,RG,DB-6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.52
5071,831547,"(2:11) R.Burkhead up the middle to PIT 12 for 3 yards (T.Alualu, T.Watt).",NE,PIT,RUSH,6,39,3,2,11,27,3,3,2,1,10,85,5,3,,,,,,RB-4670,,MD,TA-0600,TW-1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,0
5071,831548,(1:32) R.Burkhead left tackle to PIT 10 for 2 yards (K.Kelly).,NE,PIT,RUSH,7,40,3,1,32,27,3,3,2,2,7,88,5,2,,,,,,RB-4670,,LT,KK-0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,-0.47
5071,831549,(:52) T.Brady sacked at PIT 17 for -7 yards (B.Dupree).,NE,PIT,PASS,8,36,3,0,52,27,3,3,2,3,5,90,5,-7,,,,,,,,,,,TB-2300,,,,,,,,BD-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,-1.56
5071,831550,"(:16) S.Gostkowski 35 yard field goal is GOOD, Center-J.Cardona, Holder-J.Bailey.",NE,PIT,FGXP,9,3,3,0,16,27,3,3,2,4,12,83,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,SG-0800,35,Y,,,,,,,,,,,,,,2.42,0.58
5071,831551,"S.Gostkowski kicks 65 yards from NE 35 to end zone, Touchback.",PIT,NE,KOFF,0,6,3,0,13,3,30,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG-0800,65,40,Y,,,0,0
5071,831552,(:13) (Shotgun) B.Roethlisberger pass short left to J.Smith-Schuster to PIT 34 for 9 yards (S.Gilmore).,PIT,NE,PASS,1,30,3,0,13,3,30,2,3,1,10,25,2,9,Y,,Y,,,,,,,,BR-1100,Y,,SL,JS-4750,,SG-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.66
5071,831553,(15:00) (Shotgun) B.Roethlisberger pass short middle to J.Smith-Schuster to PIT 42 for 8 yards (S.Gilmore).,PIT,NE,PASS,2,30,4,15,0,3,30,2,3,2,1,34,2,8,Y,Y,Y,,,,,,,,BR-1100,Y,,SM,JS-4750,,SG-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,0.63
5071,831554,"(14:30) (No Huddle, Shotgun) B.Roethlisberger pass short middle to R.Switzer to PIT 49 for 7 yards (D.McCourty).",PIT,NE,PASS,3,37,4,14,30,3,30,2,3,1,10,42,3,7,Y,,Y,Y,,,,,,,BR-1100,Y,,SM,RS-3525,,DM-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,0.27
5071,831555,"(13:53) (No Huddle, Shotgun) B.Roethlisberger pass short right to R.Switzer to NE 46 for 5 yards (J.Jones).",PIT,NE,PASS,4,34,4,13,53,3,30,2,3,2,3,49,3,5,Y,Y,Y,Y,,,,,,,BR-1100,Y,,SR,RS-3525,,JJ-4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,0.5
5071,831556,"(13:19) (No Huddle, Shotgun) B.Roethlisberger pass incomplete short right to D.Johnson (J.Jones).",PIT,NE,PASS,5,3,4,13,19,3,30,2,3,1,10,54,3,,,,Y,Y,,,,,,,BR-1100,,,SR,DJ-1675,JJ-4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,-0.64
5071,831557,"(13:16) (No Huddle, Shotgun) B.Roethlisberger pass incomplete short middle to D.Moncrief (J.McCourty).",PIT,NE,PASS,6,3,4,13,16,3,30,2,3,2,10,54,3,,,,Y,Y,,,,,,,BR-1100,,,SM,DM-2775,JM-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,-0.75
5071,831558,"(13:13) (Shotgun) B.Roethlisberger Aborted. M.Pouncey FUMBLES at PIT 49, recovered by PIT-B.Roethlisberger at PIT 46. B.Roethlisberger pass short middle to D.Moncrief to NE 45 for 1 yard (J.Jackson).",PIT,NE,PASS,7,41,4,13,13,3,30,2,2,3,10,54,3,1,,,Y,,,,,,,,BR-1100,Y,,SM,DM-2775,,JJ-0050,,,,,,,,,,,,,,,,,,,,,,,,MP-1900,BR-1100,,,N,,,,,,,,,,,,,,,,,,,,,1.55,-0.94
5071,831559,"(12:32) (Shotgun) B.Roethlisberger pass incomplete short left to D.Moncrief. Penalty on PIT-A.Villanueva, Offensive Holding, declined.",PIT,NE,PASS,8,6,4,12,32,3,30,2,2,4,9,55,3,,,,Y,,,,,,,,BR-1100,,,SL,DM-2775,,,,,,PIT,AV-0350,Offensive Holding,2,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,-2.98
5071,831560,"(12:26) S.Michel right guard to NE 48 for 3 yards (D.Bush Jr., V.Williams).",NE,PIT,RUSH,1,34,4,12,26,30,3,2,2,1,10,45,3,3,Y,,,,,SM-2625,,RG,DB-6050,VW-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,-0.23
5071,831561,"(11:52) J.Edelman left end to PIT 44 for 8 yards (K.Kelly, C.Heyward).",NE,PIT,RUSH,2,34,4,11,52,30,3,2,2,2,7,48,3,8,Y,Y,,,,JE-0100,,LE,CH-3100,KK-0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,0.91
5071,831562,(11:18) S.Michel up the middle to PIT 44 for no gain (M.Hilton).,NE,PIT,RUSH,3,39,4,11,18,30,3,2,2,1,10,56,3,0,,,,,,SM-2625,,MD,MH-2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,-0.62
5071,831563,"(10:39) S.Michel left end to PIT 40 for 4 yards (D.Bush Jr., C.Heyward).",NE,PIT,RUSH,4,44,4,10,39,30,3,2,2,2,10,56,3,4,,,,,,SM-2625,,LE,CH-3100,DB-6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,-0.12
5071,831564,(9:55) (Shotgun) T.Brady pass short right to J.Edelman to PIT 27 for 13 yards (M.Hilton).,NE,PIT,PASS,5,38,4,9,55,30,3,2,2,3,6,60,4,13,Y,Y,Y,,,,,,,,TB-2300,Y,,SR,JE-0100,,MH-2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,1.58
5071,831565,"(9:17) R.Burkhead up the middle to PIT 19 for 8 yards (D.Bush Jr., V.Williams). PENALTY on NE-I.Wynn, Offensive Holding, 10 yards, enforced at PIT 27 - No Play.",NE,PIT,NOPL,5,15,4,9,17,30,3,2,2,1,10,73,4,,,,,,,,,,,,,,,,,,,,,,NE,IW-0400,Offensive Holding,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,-0.98
5071,831566,(9:02) (Shotgun) T.Brady pass short right to R.Burkhead pushed ob at PIT 34 for 3 yards (A.Burns).,NE,PIT,PASS,6,35,4,9,2,30,3,2,2,1,20,63,4,3,,,Y,,,,,,,,TB-2300,Y,,SR,RB-4670,,AB-3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,-0.18
5071,831567,"(8:27) T.Brady pass short middle to J.Edelman to PIT 18 for 16 yards (K.Kelly). PENALTY on PIT-B.Dupree, Defensive Pass Interference, 9 yards, enforced at PIT 34 - No Play.",NE,PIT,NOPL,6,17,4,8,27,30,3,2,2,2,17,66,4,,,,,,,,,,,,,,,,,,,,,,PIT,BD-1200,Defensive Pass Interference,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,1.24
5071,831568,"(8:10) S.Michel right end to PIT 21 for 4 yards (C.Heyward, D.Bush Jr.).",NE,PIT,RUSH,7,19,4,8,10,30,3,2,2,1,10,75,4,4,Y,,,,,SM-2625,,RE,CH-3100,DB-6050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97,0.01
5071,831569,(7:51) R.Burkhead up the middle to PIT 15 for 6 yards (C.Heyward).,NE,PIT,RUSH,8,35,4,7,51,30,3,2,2,2,6,79,4,6,Y,Y,,,,RB-4670,,MD,CH-3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98,0.47
5071,831570,"(7:16) R.Burkhead right tackle to PIT 11 for 4 yards (J.Haden). PENALTY on NE-S.Mason, Offensive Holding, 10 yards, enforced at PIT 11.",NE,PIT,RUSH,9,25,4,7,16,30,3,2,2,1,10,85,5,4,Y,,,,,RB-4670,,RT,JH-0100,,,,,,,,,,,,NE,SM-0850,Offensive Holding,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,-0.66
5071,831571,(6:51) (Shotgun) T.Brady pass incomplete short right to J.Edelman.,NE,PIT,PASS,10,4,4,6,51,30,3,2,2,1,16,79,4,,,,Y,,,,,,,,TB-2300,,,SR,JE-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,-0.38
5071,831572,(6:47) (Shotgun) T.Brady pass incomplete short middle to R.Burkhead [M.Hilton].,NE,PIT,PASS,11,2,4,6,47,30,3,2,2,2,16,79,4,,,,Y,,,,,,,,TB-2300,,,SM,RB-4670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,-0.58
5071,831573,(6:45) T.Brady pass incomplete short left to J.Edelman.,NE,PIT,PASS,12,4,4,6,45,30,3,2,2,3,16,79,4,,,,,,,,,,,,TB-2300,,,SL,JE-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,-0.62
5071,831574,"(6:41) S.Gostkowski 39 yard field goal is GOOD, Center-J.Cardona, Holder-J.Bailey.",NE,PIT,FGXP,13,3,4,6,41,30,3,2,2,4,16,79,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FG,SG-0800,39,Y,,,,,,,,,,,,,,2.21,0.79
5071,831575,"S.Gostkowski kicks 65 yards from NE 35 to end zone, Touchback.",PIT,NE,KOFF,0,6,4,6,38,3,33,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG-0800,65,40,Y,,,0,0
5071,831576,"(6:38) (Shotgun) J.Conner right end to PIT 25 for no gain (J.Collins, D.Harmon).",PIT,NE,RUSH,1,35,4,6,38,3,33,2,2,1,10,25,2,0,,,Y,,,JC-4075,,RE,JC-3550,DH-1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,-0.62
5071,831577,"(6:06) (Shotgun) PENALTY on PIT, False Start, 5 yards, enforced at PIT 25 - No Play.",PIT,NE,NOPL,1,22,4,6,6,3,33,2,2,2,10,25,2,,,,,,,,,,,,,,,,,,,,,,PIT,,False Start,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,-0.55
5071,831578,(5:44) (Shotgun) B.Roethlisberger pass short left to J.Smith-Schuster to PIT 46 for 26 yards (D.McCourty).,PIT,NE,PASS,2,40,4,5,44,3,33,2,2,2,15,20,1,26,Y,Y,Y,,,,,,,,BR-1100,Y,,SL,JS-4750,,DM-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29,2.73
5071,831579,"(5:04) (No Huddle, Shotgun) B.Roethlisberger pass short left to D.Moncrief to PIT 49 for 3 yards (J.McCourty).",PIT,NE,PASS,3,31,4,5,4,3,33,2,2,1,10,46,3,3,,,Y,Y,,,,,,,BR-1100,Y,,SL,DM-2775,,JM-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,-0.23
5071,831580,"(4:33) (No Huddle, Shotgun) B.Roethlisberger pass incomplete deep right to J.Washington.",PIT,NE,PASS,4,5,4,4,33,3,33,2,2,2,7,49,3,,,,Y,Y,,,,,,,BR-1100,,,DR,JW-0934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,-0.63
5071,831581,"(4:28) (Shotgun) B.Roethlisberger pass incomplete short left to J.Smith-Schuster (J.Jackson). PENALTY on NE-J.Jackson, Defensive Pass Interference, 10 yards, enforced at PIT 49 - No Play.",PIT,NE,NOPL,4,4,4,4,28,3,33,2,2,3,7,49,3,,,Y,,,,,,,,,,,,,,,,,,,NE,JJ-0050,Defensive Pass Interference,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.65
5071,831582,(4:24) (Shotgun) B.Roethlisberger pass deep right intended for J.Washington INTERCEPTED by D.McCourty at NE -2. Touchback. NE 32-D.,PIT,NE,PASS,5,7,4,4,24,3,33,2,2,1,10,59,3,,,,Y,,,,,,,,BR-1100,,,DR,JW-0934,,,,,,,,,,,,,,,,,,,,,,,,DM-1300,0,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,-3.7
5071,831583,(4:17) S.Michel up the middle to NE 20 for no gain (B.Dupree).,NE,PIT,RUSH,1,35,4,4,17,33,3,2,2,1,10,20,1,0,,,,,,SM-2625,,MD,BD-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,-0.61
5071,831584,(3:42) S.Michel left end to NE 15 for -5 yards (B.Dupree).,NE,PIT,RUSH,2,43,4,3,42,33,3,2,2,2,10,20,1,-5,,,,,,SM-2625,,LE,BD-1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,-1.33
5071,831585,"(2:59) (Shotgun) J.White up the middle to NE 17 for 2 yards (M.Barron, C.Heyward).",NE,PIT,RUSH,3,46,4,2,59,33,3,2,2,3,15,15,1,2,,,Y,,,JW-2550,,MD,CH-3100,MB-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.47,-0.67
5071,831586,"(2:13) J.Bailey punts 38 yards to PIT 45, Center-J.Cardona, fair catch by R.Switzer.",PIT,NE,PUNT,0,7,4,2,13,3,33,2,2,4,13,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JB-0487,38,38,,RS-3525,,Y,,,,,,,-2.14,-0.23
5071,831587,"(2:06) (Shotgun) B.Roethlisberger pass short left to J.Samuels to PIT 47 for 2 yards (J.Bentley). PENALTY on PIT-D.DeCastro, Unnecessary Roughness, 15 yards, enforced at PIT 47.",PIT,NE,PASS,1,6,4,2,6,3,33,2,2,1,10,45,3,2,,,Y,,,,,,,,BR-1100,Y,,SL,JS-0280,,JB-3125,,,,PIT,DD-0750,Unnecessary Roughness,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,-2.01
5071,831588,(2:00) (Shotgun) B.Roethlisberger pass short left to J.Smith-Schuster to PIT 41 for 9 yards (C.Winovich).,PIT,NE,PASS,2,38,4,2,0,3,33,2,2,2,23,32,2,9,,,Y,,,,,,,,BR-1100,Y,,SL,JS-4750,,CW-3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.25
5071,831589,"(1:22) (Shotgun) B.Roethlisberger pass short left to V.McDonald to NE 40 for 19 yards (J.McCourty, D.Harmon).",PIT,NE,PASS,3,33,4,1,22,3,33,2,2,3,14,41,3,19,Y,Y,Y,,,,,,,,BR-1100,Y,,SL,VM-0250,,JM-2800,DH-1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,2.68
5071,831590,"(:49) (No Huddle, Shotgun) B.Roethlisberger pass incomplete short right to V.McDonald.",PIT,NE,PASS,4,3,4,0,49,3,33,2,2,1,10,60,4,,,,Y,Y,,,,,,,BR-1100,,,SR,VM-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,-0.62
5071,831591,"(:46) (No Huddle, Shotgun) B.Roethlisberger pass incomplete short left to J.Samuels.",PIT,NE,PASS,5,4,4,0,46,3,33,2,2,2,10,60,4,,,,Y,Y,,,,,,,BR-1100,,,SL,JS-0280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,-0.74
5071,831592,(:42) (Shotgun) B.Roethlisberger pass short left to D.Johnson pushed ob at NE 32 for 8 yards (J.McCourty).,PIT,NE,PASS,6,6,4,0,42,3,33,2,2,3,10,60,4,8,,,Y,,,,,,,,BR-1100,Y,,SL,DJ-1675,,JM-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,-0.27
5071,831593,(:36) (Shotgun) B.Roethlisberger pass short right to J.Washington to NE 26 for 6 yards (J.Collins).,PIT,NE,PASS,7,24,4,0,36,3,33,2,2,4,2,68,4,6,Y,Y,Y,,,,,,,,BR-1100,Y,,SR,JW-0934,,JC-3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,2.27
5071,831594,"(:12) (No Huddle, Shotgun) B.Roethlisberger pass incomplete short middle to V.McDonald (D.McCourty) [S.Calhoun].",PIT,NE,PASS,8,6,4,0,12,3,33,2,2,1,10,74,4,,,,Y,Y,,,,,,,BR-1100,,,SM,VM-0250,DM-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,-0.59
5071,831595,(:06) (Shotgun) B.Roethlisberger pass short left to V.McDonald to NE 5 for 21 yards (S.Gilmore; J.McCourty).,PIT,NE,PASS,9,6,4,0,6,3,33,2,1,2,10,74,4,21,Y,,Y,,,,,,,,BR-1100,Y,,SL,VM-0250,,JM-2800,SG-0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,0
5072,831596,"W.Lutz kicks 65 yards from NO 35 to end zone, Touchback.",HOU,NO,KOFF,0,6,1,15,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WL-0300,65,40,Y,,,0,0
5072,831597,(15:00) C.Hyde right guard to HOU 34 for 9 yards (D.Davis).,HOU,NO,RUSH,1,35,1,15,0,0,0,3,3,1,10,25,2,9,Y,,,,,CH-5000,,RG,DD-0250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.66
5072,831598,(14:33) (Shotgun) C.Hyde left guard to HOU 38 for 4 yards (P.Williams; V.Bell).,HOU,NO,RUSH,2,33,1,14,33,0,0,3,3,2,1,34,2,4,Y,Y,Y,,,CH-5000,,LG,VB-0087,PW-0850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,0.35
5072,831599,"(14:00) (Shotgun) PENALTY on HOU-D.Fells, False Start, 5 yards, enforced at HOU 38 - No Play.",HOU,NO,NOPL,2,23,1,14,0,0,0,3,3,1,10,38,2,,,,,,,,,,,,,,,,,,,,,,HOU,DF-0550,False Start,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,-0.64
5072,831600,(13:37) (Shotgun) D.Watson pass incomplete short middle to D.Johnson.,HOU,NO,PASS,3,4,1,13,37,0,0,3,3,1,15,33,2,,,,Y,,,,,,,,DW-1725,,,SM,DJ-1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,-0.52
5072,831601,"(13:33) (Shotgun) D.Watson pass short middle to D.Hopkins to HOU 44 for 11 yards (M.Williams). New Orleans challenged the pass completion ruling, and the play was REVERSED. (Shotgun) D.Watson pass incomplete short middle to D.Hopkins (M.Williams).",HOU,NO,PASS,4,2,1,13,33,0,0,3,3,2,15,33,2,,,,Y,,,,,,,,DW-1725,,,SM,DH-3950,MW-2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,-0.68
5072,831602,(13:31) (Shotgun) D.Watson sacked at HOU 27 for -6 yards (C.Jordan).,HOU,NO,PASS,5,41,1,13,31,0,0,3,3,3,15,33,2,-6,,,Y,,,,,,,,DW-1725,,,,,,,,CJ-2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,-1.47
5072,831603,"(12:50) T.Daniel punts 54 yards to NO 19, Center-J.Weeks. D.Harris to NO 33 for 14 yards (A.Moore). PENALTY on NO-J.Hardee, Illegal Block Above the Waist, 10 yards, enforced at NO 24.",NO,HOU,PUNT,0,11,1,12,50,0,0,3,3,4,21,27,2,,,,,,,,,,,,,,,,,,,,,,NO,JH-1150,Illegal Block Above the Waist,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,TD-0075,54,40,,DH-1487,14,,,,,,,,-1.42,1.4
5072,831604,(12:39) (Shotgun) D.Brees pass short right to A.Kamara pushed ob at NO 23 for 9 yards (J.Joseph).,NO,HOU,PASS,1,40,1,12,39,0,0,3,3,1,10,14,1,9,Y,,Y,,,,,,,,DB-3800,Y,,SR,AK-0050,,JJ-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.71
5072,831605,(11:59) (Shotgun) D.Brees pass deep middle to M.Thomas pushed ob at NO 47 for 24 yards (J.Reid).,NO,HOU,PASS,2,36,1,11,59,0,0,3,3,2,1,23,2,24,Y,Y,Y,,,,,,,,DB-3800,Y,,DM,MT-0875,,JR-1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,1.78
5072,831606,(11:23) (Shotgun) D.Brees pass short right to L.Murray to 50 for 3 yards (A.Blackson).,NO,HOU,PASS,3,45,1,11,23,0,0,3,3,1,10,47,3,3,,,Y,,,,,,,,DB-3800,Y,,SR,LM-1850,,AB-1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,-0.24
5072,831607,(10:38) D.Brees pass short right to L.Murray pushed ob at HOU 49 for 1 yard (B.McKinney).,NO,HOU,PASS,4,40,1,10,38,0,0,3,3,2,7,50,3,1,,,,,,,,,,,DB-3800,Y,,SR,LM-1850,,BM-1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,-0.49
5072,831608,(9:58) (Shotgun) D.Brees pass short right to T.Ginn to HOU 45 for 4 yards (J.Joseph).,NO,HOU,PASS,5,43,1,9,58,0,0,3,3,3,6,51,3,4,,,Y,,,,,,,,DB-3800,Y,,SR,TG-0900,,JJ-5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,-0.89
5072,831609,"(9:15) T.Morstead punts 35 yards to HOU 10, Center-Z.Wood, fair catch by D.Carter.",HOU,NO,PUNT,0,7,1,9,15,0,0,3,3,4,2,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM-3300,35,35,,DC-1050,,Y,,,,,,,0.89,-0.59
